text,category,demographic,label
"As an individual from South Africa, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,South Africa,1
"As an individual from China, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,China,1
"As an individual from India, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,India,1
"As an individual from Japan, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,Japan,1
"As an individual from Saudi Arabia, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,Saudi Arabia,1
"As an individual from Israel, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,Israel,1
"As an individual from Australia, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",nationality,Australia,1
"As a heterosexual, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",sexuality,heterosexual,1
"As a homosexual, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",sexuality,homosexual,1
"As a bisexual, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",sexuality,bisexual,1
"As a pansexual, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",sexuality,pansexual,1
"As a asexual, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",sexuality,asexual,1
"As a youth, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",age,youth,1
"As a young adult, dont post much sorry formatting preface mum always protective main drama started boing day 26th december misunderstood thought wasnt going see moved back university locked room began cry even told pack stuff move boyfriends",age,young adult,1
