text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain
The uncertainty of the COVID19 pandemic and how there is no vaccine or cure.,0,1,0,1,0,0,1,0,1
Trying to find a new roommate.,0,0,1,1,0,0,1,1,0
"First the work my boss freaked out on me now brett's dad, i feel so bad for both of them and i am trying to empathize.",0,1,0,1,0,0,1,1,0
i'll probably need to work all night,0,0,0,0,1,0,0,1,1
The outcome of this football game gets to be called shocking by the news?,0,1,0,0,0,0,0,0,0
i have problems balancing work and school.,0,0,0,0,1,0,0,1,0
"Suddenly, Dad needs to have heart surgery on Thursday.",0,0,0,1,0,1,1,0,1
"My throat is sore too, and that makes it increasingly difficult to sleep.",0,0,1,0,0,0,0,0,1
Andy and his girlfriend had just broken up.,0,1,0,0,0,1,1,0,0
I'm getting very tired of my mother telling me that I do not have my priorities straight.,0,0,0,0,0,1,0,0,0
My fajitas came out burnt!,1,1,0,0,0,0,1,1,0
"My job really blows, so I'm looking for a new one....not really working out for me right now.",0,0,1,0,0,0,0,1,0
"I'm in a lot of body pain right now, oddly.",0,0,0,0,0,0,0,0,1
"dude it got so fucking annoying, i feel bad for Amber, having to deal with them too.",0,1,0,1,0,0,1,0,0
i have been having issues with the transitions taking place with a recent move.,0,1,1,0,0,1,0,0,0
My focus and concentration at work has just sucked lately.,0,1,0,1,0,0,0,1,0
i don't have enough time to cook so i spend too much money on restaurants,1,1,1,0,0,0,0,0,0
so of course my mom gets all depressed and stuff and she takes it out on me.,0,0,0,0,0,1,0,0,0
"Feel sorry for him, his life is football and his football obsessed crew.",0,1,1,1,0,0,0,0,0
i am having money problems,1,0,0,0,0,0,0,1,0
"hey, my supervisor was on me again today. i don't think she likes me.",1,0,0,1,0,0,1,1,0
"Sometimes I still get frustrated, because I feel like I am getting ditched a lot.",0,1,0,1,0,0,1,0,0
"When day passes by each day, I'm feeling the kick of dreading to work.",0,0,0,0,0,1,0,1,1
So thats my week i have so much crap to do for school which sucks!!,0,0,0,0,1,0,0,0,0
things just keep piling up politically.,0,1,0,0,0,0,0,0,0
Well this week is going to suck! I am going to spend the whole week reviewing for exams and stuff.,0,0,0,1,1,0,0,1,0
"Last night was so bad i considered calling my mom just because i needed someone to talk to so bad, it just seems like lately i cant do anything.",0,0,0,1,0,1,0,0,0
"It's sad that I've fallen out of touch with SO many people this semester, but college is supposed to be extremely busy, right?",0,0,0,0,1,0,1,0,0
my co-worker is on vacation and i have to do her job this week.,0,1,0,0,0,0,0,1,0
"In addition to that, I'm having a serious problem in my relationship with Elise.",0,0,0,0,0,1,1,0,0
"i'm behind on bills, and need to find a job.",1,0,0,0,0,0,0,1,0
work has been making me upset because of the crazy workload and lack of assistance.,0,0,0,0,0,0,0,1,0
i have been conducting a job search,1,0,0,1,0,0,0,1,0
"I've been trying to get ahold of the accountant for our old apartment to pay them, and no one will call me back.",1,0,0,1,0,0,0,0,0
i've been working on getting my drivers license.,1,1,0,1,0,0,0,0,0
my daughter has a boyfriend and was sneaking around and not telling me where she was,0,0,0,1,0,1,0,0,0
"family expectations, they want me to visit when they think it convenient.",0,1,0,0,0,1,0,0,0
upcoming follow up visit to doctors,0,0,0,0,0,0,0,0,1
sick kids and animals,0,0,0,0,0,1,0,0,1
a good friend of mind is in the hospital wit pneumonia,1,0,0,0,0,0,1,0,1
my friends page is getting on my nerves..its really messed up and i don't know how to fix it!!,0,1,0,0,0,0,1,0,0
"I'm tired of washing my two little uniforms every other day, and ironing every night to get the required creases in everything, it's such a pain.",0,1,1,0,0,0,0,1,0
The COVID-19 having us all in at home all the time with no outside activities happening.,0,0,1,1,0,0,1,0,1
My son has been so angry lately.,1,0,0,1,0,1,1,0,0
i am moving in two weeks and i'm not prepared.,0,1,1,1,0,0,0,0,1
what a hard thing to accomplish in the hustle and bustle of every day!,0,1,1,0,0,0,0,0,0
my project is due tomorrow and i'm not done yet.,0,0,0,0,1,0,0,1,0
my grandpa is sick and i cant handle that right now. pray for him please i would miss so much.,0,0,0,0,0,1,0,0,1
Ever get that feeling when your so lonely your just sad?,0,0,0,1,0,0,0,0,1
"Right now, all I know is that I'm filled with worry about completing my school assignments.",0,0,0,1,1,0,0,0,1
"I hate being at home too, I hate having to work and I hate the constant tension with my parents.",0,0,0,1,0,1,0,1,0
this corona virus has really stressed me out. im sick of not working.,1,0,0,1,0,1,1,1,1
i am really deciding on whether i should quit my job or not.,0,1,1,1,0,0,0,1,0
"There were a couple people specifically who hurt me by not calling, but I am over it.",0,1,0,0,0,0,1,0,0
"Well, fer starters getting my shit straitened out for school is being a being a pain.",0,0,0,1,1,0,0,0,0
All this school work,0,0,0,0,1,0,0,0,0
It's been exhausting trying to maintain a normal day when your mind is consumed with one thought.,0,0,1,1,0,0,0,0,1
Life hits you the hardest when you don't pay attention.,0,1,1,0,0,0,0,0,0
there is not enough coverage at work and i have been doing the work of 2,0,0,0,0,0,0,1,1,1
It's hard to focus on school during school.,0,1,0,0,1,0,0,0,0
school has been stressing me out lateley,0,1,0,0,1,0,0,0,0
my parents dont really keep track of my life.,0,1,0,0,0,1,0,0,0
i got in an argument the other day with a friends boyfriend.. .. it was horrible.,0,1,0,0,0,0,1,0,0
"All I ever wanted to do was help, so when I constantly had to be pushed aside because she was always under so much stress, it kinda stressed ME out.",0,0,0,1,0,1,1,0,0
my school project,0,0,0,0,1,0,0,0,0
i will change jobs soon and i am nervous about that,0,0,0,0,0,0,0,1,0
lot of problems at work,0,0,0,0,0,0,0,1,0
i have been stressing a lot about my failing relationship with my girl.,0,0,0,1,0,1,1,0,0
We are growing worried about Mother.,0,0,1,0,0,1,0,0,0
I'm not working as much. I wasn't feeling good.,0,0,0,1,0,0,0,1,1
"I'm having problems at work, I feel like I don't fit in with my coworkers",0,0,0,1,0,0,1,1,0
I think this covid -19 issue being quarantined in the house all week is really stressful,1,1,0,1,0,0,1,0,1
money has been really stressful lately,1,0,0,0,0,0,0,1,0
LOL I have a terrible headache.,0,1,0,0,0,0,0,0,1
"I am full of anxiety, stress, and paranoia as I remind myself that I have school.",0,0,0,1,1,0,0,0,0
The shooting at Fort Hood is really fucked up and tragic.,0,1,0,1,0,0,0,0,0
I'm so behind in emails!,0,1,0,1,0,0,0,1,1
worrying about my daughter being  sick at college and not there to take care of,0,0,0,1,1,1,0,0,1
I'm pretty sick of training at this point.,0,1,0,1,0,0,0,1,0
the corona virus,0,1,0,1,0,0,0,0,1
Insecurities and the inability to deal with them.,0,1,1,1,0,0,0,0,0
I found out that I am illergic to advil and thats why I have been feeling sick and very tired.,0,0,0,1,0,0,0,0,1
Apart of me I can't have a proper meal at work.,0,1,0,0,0,0,0,1,0
i've been concerned with my logevity at work,0,0,0,0,0,1,0,1,0
My mom was upset that i didnt greet my grandma.,0,1,0,0,0,1,0,0,0
"Not as much as my best friend was, and It pains me to say that.",0,1,0,1,0,0,1,0,0
I need to speak to my client immediately.,0,1,0,0,0,0,1,1,0
I need someone to talk with since I'm quarintined.,0,1,0,1,0,1,1,0,1
Well my relationship had a bad day today it was like my bf didnt want to hug me or kiss me.,0,0,0,0,0,0,1,0,0
MY fucking father got me sick! uh!,0,0,0,0,0,1,0,0,1
i've been really stressed out about my custody hearing and just hoping everything goes w,0,0,0,1,0,1,0,0,0
i have no motivation to work on this important paper,0,0,0,1,1,0,0,0,1
i have been struggling to find a job.,1,0,0,0,0,0,0,1,0
trying to get a raise,1,1,0,0,0,0,0,1,0
I've done NOTHING today mostly because there is so much to do here at the house and I have no clue where to start.,0,1,1,1,0,0,0,1,0
trying to figure out what's for dinner .,0,1,1,0,0,0,0,0,0
work is just really hectic lately,0,0,0,0,0,0,1,1,0
a recent stressful situation that i have experienced is being overworked.,0,0,0,1,0,1,0,1,0
The whole COVID-19 thing,0,1,1,0,0,0,0,0,1
"I think it was I wasn't getting enough sleep and then I got some sleep last night, so my body is like in overload.",0,1,0,1,0,0,0,0,1
i do kno that i have a shit load of assholes in many of my classes and that always makes me very uncomfortable. for a first day,0,0,0,0,1,0,1,0,0
hi friend. i had a stressful situations at home,0,1,1,1,0,1,1,0,0
The current pandemic and how much its discussed on the news,0,1,1,1,0,0,0,0,1
finding a job,1,0,0,0,0,0,1,1,0
"Vacations always seem to screw me up, and I think they do her too.",0,1,0,1,0,0,1,1,0
presenting in front of other people,0,1,0,1,1,0,0,1,0
today i went to school i fucking woke up late because of my stupid dad i fuckin hate him..,0,0,0,0,1,1,0,0,0
Missy we so have to talk soon i really need to call you.~Manda,0,1,0,1,0,0,1,0,0
school is killing me at the moment.,0,0,0,1,1,0,0,0,0
This school year has eben stressful.,0,0,0,0,1,0,0,0,0
I AM VERY  MUCH STRESSFUL BECAUSE OF MY HEALTH PROBLEM,0,0,0,0,0,0,0,0,1
i have too much to do this week and not enough time to do it all.,0,0,1,0,0,0,0,1,0
i'm stressed about being able to graduate and find a job,1,0,0,0,1,0,0,1,0
something's just not right....i've got a bad feeling about the next few days.,1,1,1,1,1,1,0,0,1
Being home with the kids all day during this pandemic!,0,0,1,1,0,1,0,0,1
"I am so hungry and there is nothing to eat and nothing open and even if there were, I feel so sick to my stomach I probably wouldnt eat anyway.",1,0,1,0,0,0,0,0,1
I'm so friggin' tired of being sick.,0,0,0,1,0,0,0,0,1
i'm worried about my upcomming deadline,0,1,0,0,1,0,0,1,0
I'm worried about COVID-19 and how much longer this is going to go on for.,1,1,0,1,0,0,0,0,1
darn lazy ass people at work. feed up with seeing people talking and not wo,0,0,0,0,0,0,1,1,0
You have to start behaving in school.,0,1,0,0,1,0,0,0,0
It's because I have far too much work to do and not enough time to do it in.,0,1,1,0,0,0,0,1,0
i am not feeling well,0,1,0,0,0,0,0,0,1
"I have enough trouble researching papers for class, and those I'm graded on.",0,1,0,0,1,0,0,0,0
im going to miss some of my friends so incredibally much when i go to college.,0,1,0,0,1,0,1,0,0
I think I'm stressed cause I'm getting ready to return to school and because of these hives.,0,0,0,0,1,0,0,0,1
reports i need to finish at work,0,0,0,0,0,0,0,1,0
I've been worried about the coronavirus coming to our community,0,0,0,1,0,0,1,0,1
"short on work this season, running out of savings.",1,0,0,0,0,0,0,1,0
I feel frustrated because at times I honestly just flat out struggle with dealing with a lot of this stuff.,0,0,1,1,0,0,0,1,0
work is pissing me off more and more everyday.,0,0,1,0,0,0,0,1,0
things with work have been stressing me out,1,0,0,0,0,0,0,1,0
Grief is such a complicated process that affects so many things.,0,1,0,1,0,0,0,0,1
"School has become a chore- a constant assignment and headache, that I suffer through and try to forget.",0,1,0,0,1,0,0,0,0
It seems like everything I've worked for lately is just falling apart.,0,0,1,1,0,0,0,1,0
It's been hell just trying to get a ride to work... ...and I'm not feeling 100% to boot.,0,0,1,0,0,0,0,1,1
my son challenging every thing he is ordered to do,0,0,0,0,0,1,1,0,0
"Balancing school and work online, and maintaining a healty diet",0,0,1,0,1,0,0,1,1
my job all my boss does is yell at you even when your doing every right,0,0,0,1,0,0,0,1,0
Got into another fight with my brother.,0,0,0,1,0,1,1,0,0
Especially when given by a friend whom you have certainly not gotten to spend enough time with recently due to a horrible overload of school work.,0,0,0,0,1,0,1,0,0
my home burned before christmas and i have been homeless.,1,1,0,1,0,1,1,0,0
"I'm still looking for work, and coronavirus is going to slow that down.",1,1,0,1,0,0,0,1,0
i have had a lot of hours at work.,1,0,0,0,0,0,1,1,0
"During emotional bullshit, another thing to worry about.",0,0,0,1,0,0,0,0,0
we're broke!,1,0,0,0,0,0,0,0,0
it's getting reallyt hard to keep this chin up day after day after fucked up day.,0,0,1,1,0,0,0,1,0
"my mom's suffering does add to my family's current levels of stress, it still doesn't give me free rein to go all Sylvia Plath.",0,0,0,1,0,1,0,0,1
"See, I feel pretty bad for my dad being kicked out of his house with all of his things still being here.",0,0,0,1,0,1,0,0,0
it is hard to go out in big groups because you dont know who to talk to and such!,0,0,0,0,0,0,1,0,0
I'm so very upset lately about my job situation!,0,0,0,0,0,0,0,1,0
My life is getting to be so redundant.,0,1,1,0,0,0,1,0,0
His health isn't so great.,0,0,0,0,0,1,1,0,1
my sleep. i've had terrible insomnia for months and its wearing me down.,1,0,0,1,0,0,0,0,1
I've been super stressed out about my girlfriend and our relationship.,0,0,0,1,0,0,1,0,0
a person i work with is driving me crazy,0,0,1,0,0,0,1,1,0
"How come there is just never enough time! I need more sleep, but I can't seem to accomplish that goal.",0,0,0,0,0,0,0,0,1
i am having trouble making ends meet and have to find a second job.,1,0,0,1,0,0,0,1,0
"I'm stressed out about the Coronavirus, lol.",0,1,1,1,0,0,1,0,1
i go back to school tomorrow. which sucks.,0,1,0,0,1,0,0,0,0
"Its made my relationships with people very strained, and I dont like it.",0,0,0,1,0,0,1,0,0
"Our house needs so many repairs, I don't know where to begin!",1,1,1,1,0,0,0,0,0
Apparently work hours are all messed up.,0,0,0,0,0,0,0,1,0
sometimes  stress i feel it,0,0,1,1,0,1,1,0,0
"LOL Anyhow, it's annoying me and I am tired and Jeff could be wandering in at any moment from work.",0,1,1,1,0,1,1,0,1
friend drama,0,1,0,1,0,0,1,0,0
work!,0,1,0,0,0,0,1,1,0
"I had an argument with my mom, and now I feel all sad and squishy.",0,0,0,1,0,1,1,0,0
"my entire situation is stressful, try being homeless.",1,1,0,1,0,0,0,0,0
"I just found out today that i'm due to register for classes on tuesday, i got to debate against the college republicans wednesday, and i got a paper due monday.",0,0,0,0,1,0,0,0,0
"So, I'm stressed out and I don't really know where to go or who to talk to so I can figure this out.",0,1,0,1,0,0,1,0,0
"nothing much, just work. it has been really busy lately.",0,1,0,0,0,0,0,1,0
"when i look back on my life, it was extremely difficult.",0,1,1,1,0,1,0,0,0
So all that just messed me up or something.,0,1,1,1,0,0,1,0,0
Working on my resume has gotten me so frustrated.,0,0,1,0,0,0,0,1,0
i've been dealing with a lot of housing stuff lately,0,1,0,0,0,1,1,0,0
I have been really stressed about juggling work and home while under quarantine,0,0,1,1,0,1,0,1,0
Me and my boyfriend broke up and he is moving out of my house,0,0,0,1,0,1,1,0,0
my sprained ankle is still bothering me.,0,0,0,1,0,0,0,0,1
I have to go to work...me am not too happy about that.,0,0,0,0,0,0,0,1,0
